columnR1 columnR2 columnR3 columnR4 columnR5 roofControl1 roofControl2 shift kickerElev mass maxDispl elasticEnergy
0.891783 0.129266 0.502746 0.669611 0.257938 -0.955457 0.314326 0.573024 0.139832 2850.129723 4.450053 0.843847
0.97793 0.588456 0.512649 0.949986 0.481009 -0.413132 0.117652 1.370248 0.483069 4709.874911 7.133032 1.229599
0.466128 0.556929 0.200816 0.722393 0.245072 0.568593 -0.079725 1.302369 0.500757 4540.906452 8.05742 1.261339
0.253174 0.208739 0.862613 0.968004 0.241554 0.282409 -0.186769 0.025929 0.20428 2817.966964 4.190662 0.850523
0.724714 0.746164 0.650185 0.290702 0.363235 -0.001755 0.182982 0.822528 0.682021 4052.961102 5.621925 0.637064
0.467593 0.617419 0.981952 0.585049 0.533727 0.858551 0.291499 0.599787 0.731361 2631.881712 5.43272 0.990209
0.295595 0.717809 0.568134 0.92273 0.7066 0.875311 -0.327248 0.235822 0.231789 1994.714686 4.375526 0.968571
0.249261 0.232189 0.787228 0.670613 0.620519 -0.345257 0.117016 0.489407 0.782925 3395.792763 6.371345 1.051533
0.52469 0.303238 0.845109 0.764099 0.146452 -0.906272 -0.047734 0.248805 0.322924 1923.42999 4.079238 1.152051
0.120149 0.331058 0.782739 0.704911 0.978197 0.778682 0.441246 0.580108 0.500205 4678.97924 4.47845 0.503174
0.359709 0.29351 0.403916 0.564332 0.189425 -0.969574 0.122751 0.107503 0.743025 1883.533355 2.826513 0.94558
0.203597 0.429901 0.108591 0.933103 0.401552 -0.835264 -0.104883 0.006719 0.552121 1715.239521 3.934307 1.327938
0.61083 0.181083 0.242692 0.356407 0.711809 0.043636 -0.434938 0.757526 0.159621 4186.183567 6.620525 0.77802
0.11215 0.498211 0.487691 0.322939 0.449346 -0.789621 -0.252661 1.014411 0.463842 7959.282908 3.586184 0.533259
0.901171 0.305051 0.309262 0.919959 0.437654 0.596672 0.247235 1.171495 0.731781 4156.024563 8.117685 1.226215
0.844645 0.97395 0.53073 0.72827 0.700522 -0.128037 0.414428 0.560471 0.164992 3984.029981 4.056106 0.679104
0.21204 0.321116 0.401631 0.47881 0.721622 0.871188 0.107362 0.784523 0.425944 2784.052452 7.440769 1.081806
0.965133 0.356511 0.434548 0.583629 0.734635 0.580373 0.152836 1.476757 0.006261 3957.94498 8.425297 1.288476
0.371975 0.772836 0.813808 0.464575 0.991564 -0.889221 0.231094 1.083164 0.609421 2413.140309 6.93774 1.40642
0.877447 0.381641 0.586633 0.455701 0.810635 -0.112124 0.189163 0.642264 0.008939 2862.675962 5.837347 0.686539
0.786245 0.54297 0.659083 0.550115 0.772884 0.546808 -0.016347 0.869139 0.499915 3509.454413 5.595605 0.800322
0.337415 0.52653 0.952936 0.976002 0.804272 0.508023 -0.472468 0.510608 0.614121 2977.361817 4.598899 0.796607
0.694902 0.723372 0.564277 0.978615 0.890175 -0.576257 -0.4302 0.868379 0.502863 3318.992223 5.542397 1.036409
0.85388 0.598823 0.282329 0.647035 0.148535 -0.111893 0.038706 0.243555 0.682326 2064.646775 7.152352 0.908936
0.458869 0.464607 0.380375 0.96372 0.274486 0.46636 0.266482 1.339537 0.822395 4603.150076 7.665105 1.071235
0.193941 0.626805 0.987331 0.196803 0.433615 0.302372 0.291307 0.097061 0.412969 1903.914087 5.882124 0.934578
0.655154 0.718286 0.122983 0.449828 0.175485 0.478656 -0.056043 0.218008 0.927178 3002.516784 5.515932 1.018406
0.253627 0.73081 0.505385 0.721624 0.614663 -0.258672 -0.338215 0.841904 0.479458 3866.498881 6.121548 0.892141
0.737332 0.92312 0.736146 0.799845 0.857231 -0.990429 0.259026 0.507252 0.19815 2249.743799 3.616685 0.951743
0.715991 0.232749 0.332546 0.967801 0.40329 -0.579095 0.353705 0.506671 0.208551 3207.496141 5.511796 0.973386
0.969113 0.700039 0.864026 0.707817 0.882466 -0.853195 0.416002 0.152535 0.480297 1833.661253 3.444059 1.079754
0.606871 0.758959 0.942681 0.786739 0.855461 -0.810372 0.109559 0.405166 0.049068 1995.455539 4.276317 1.1327
0.528647 0.637595 0.731966 0.368547 0.703837 0.658999 0.083182 0.347935 0.45598 2559.825934 5.022438 0.884029
0.300235 0.442695 0.640636 0.586163 0.636028 -0.266134 0.386893 0.594088 0.210981 3462.964072 4.972117 0.878819
0.180369 0.925843 0.501885 0.597061 0.212776 -0.870104 -0.025771 0.278328 0.145739 2108.403346 5.12024 1.15184
0.651034 0.809563 0.314906 0.22423 0.536185 0.735008 -0.183654 1.431173 0.843935 4214.32852 8.887761 1.554233
0.279673 0.525809 0.729084 0.906227 0.554465 -0.129938 -0.174966 0.127122 0.531658 2541.627175 3.26622 0.560115
0.882598 0.854304 0.961098 0.261739 0.693217 0.251769 -0.069539 0.196299 0.738548 2359.657193 5.634385 0.749316
0.59581 0.961456 0.93713 0.865824 0.643463 -0.844021 -0.457489 1.45118 0.25894 3083.875679 7.066069 1.439389
0.382341 0.926303 0.657762 0.129833 0.445608 0.038541 0.411952 1.328216 0.333425 6544.233384 6.691422 1.003896
0.819556 0.203705 0.214269 0.649649 0.104193 0.330585 0.057565 0.168979 0.528075 2484.856261 6.914979 1.042147
0.438169 0.636403 0.407794 0.689324 0.77117 -0.837656 -0.104112 1.263482 0.635205 2641.241679 7.112292 1.402343
0.510894 0.753557 0.18839 0.749935 0.390944 -0.789851 0.245879 0.739771 0.068856 3202.98729 4.897252 0.93498
0.971992 0.781849 0.386118 0.291624 0.749378 -0.119542 0.278965 1.292668 0.481108 4654.470291 7.5384 1.049769
0.902507 0.918181 0.228794 0.770205 0.564201 0.43577 -0.464027 0.423798 0.431131 2959.732626 4.854159 0.911146
0.449716 0.404444 0.72025 0.537404 0.242974 -0.118557 0.363272 0.542014 0.842478 3788.212333 4.727881 0.79382
0.654801 0.638947 0.238114 0.877356 0.502056 0.326193 0.493274 1.047034 0.113638 6205.629324 4.483442 0.597636
0.153554 0.273482 0.812274 0.103865 0.365011 0.171642 -0.31364 0.197833 0.484612 3348.960291 5.824172 0.837514
0.79271 0.27442 0.139023 0.350292 0.544859 0.68691 -0.111218 0.212154 0.094344 2515.622597 5.154142 0.950616
0.93169 0.93846 0.206036 0.399398 0.802183 0.851052 -0.371546 0.036319 0.852828 1996.753968 4.029897 1.10992
0.408211 0.221568 0.889531 0.328902 0.83312 0.904251 -0.265622 1.075551 0.324084 5164.449799 5.615723 0.833355
0.858222 0.552749 0.325668 0.614638 0.762315 -0.157437 0.181505 0.207225 0.006362 2320.891499 5.954518 0.947168
0.557131 0.360092 0.837057 0.627137 0.293375 0.936841 -0.223819 0.76441 0.36121 2850.474932 5.808662 1.078623
0.762189 0.163219 0.509971 0.580147 0.20029 -0.679682 0.325945 0.945686 0.960991 3453.668197 5.652686 1.039594
0.892893 0.275038 0.49712 0.322371 0.854582 -0.491209 0.272541 0.044969 0.630271 2315.914182 4.447585 1.307157
0.109552 0.742124 0.142061 0.908572 0.866343 -0.028984 -0.203044 1.156029 0.610934 10191.574926 3.118968 0.3389
0.935917 0.189175 0.483556 0.900062 0.522559 -0.968713 -0.396988 0.765726 0.385496 2417.204467 7.030361 1.311531
0.872554 0.307841 0.175778 0.381515 0.333327 -0.428517 0.163174 0.893445 0.290943 3650.294132 8.147476 1.401348
0.305779 0.51466 0.592835 0.761772 0.993003 -0.981728 -0.483125 0.820408 0.769117 2427.629101 6.19119 1.165371
0.194653 0.307394 0.508473 0.471514 0.661834 -0.71959 0.174987 0.861445 0.895626 3401.034811 5.754973 1.025487
0.723624 0.82637 0.640774 0.172751 0.455479 -0.501149 0.007795 1.312432 0.367359 5987.863406 7.034992 1.2093
0.105061 0.368013 0.187417 0.877699 0.177042 0.460884 -0.287493 1.155422 0.190688 8404.746753 5.602716 0.67166
0.716504 0.126123 0.100245 0.762812 0.255411 0.373096 -0.167151 0.060128 0.289607 2508.594123 6.479832 1.175302
0.46727 0.868178 0.852892 0.350459 0.838605 -0.553478 0.036487 0.169483 0.334515 2895.746758 3.988336 1.006856
0.501178 0.481985 0.725828 0.645863 0.507492 -0.474801 0.477721 1.246729 0.252232 3915.161738 5.546776 1.079874
0.680518 0.751116 0.9693 0.189978 0.328122 0.397786 -0.363992 1.473317 0.99255 6698.279856 6.90416 1.166432
0.707565 0.616502 0.42958 0.742307 0.198891 -0.344633 -0.045871 0.24133 0.569482 3420.33172 6.026189 1.232012
0.204275 0.936024 0.695646 0.71214 0.160596 0.388375 0.457813 1.35193 0.187219 7628.60076 4.8597 0.690863
0.52365 0.600314 0.868671 0.434103 0.100994 0.271579 0.225648 0.81025 0.809633 4541.195141 6.396601 0.726845
0.736605 0.77746 0.333661 0.657391 0.433846 0.474995 0.353486 0.406972 0.68727 2573.928071 6.272984 0.995147
0.681246 0.273137 0.215491 0.943642 0.488786 -0.746574 -0.287794 0.992414 0.083133 9395.614051 3.381929 0.463736
0.646834 0.122079 0.477166 0.419209 0.366403 -0.659568 0.026099 0.869392 0.269905 2792.138877 8.370409 1.489599
0.345117 0.524201 0.250554 0.643939 0.717387 0.177404 -0.41681 0.979779 0.521182 4235.613961 6.450445 0.833308
0.957647 0.997652 0.860221 0.383169 0.531295 0.625028 0.029413 0.662504 0.684366 3256.844323 5.388587 0.860075
0.562849 0.76504 0.102091 0.628465 0.686002 0.15602 -0.18102 0.483997 0.385721 3133.060218 5.857575 0.612148
0.357588 0.470717 0.529939 0.944095 0.123031 -0.826021 -0.353938 0.370936 0.916475 2343.263778 4.791906 1.224271
0.874504 0.25453 0.869262 0.431985 0.863323 -0.898089 -0.055889 0.685963 0.323937 1968.355263 6.681864 1.368446
0.440016 0.307749 0.948062 0.576887 0.57191 -0.163597 0.40599 0.03748 0.87608 3464.1835 3.18809 0.784395
0.65137 0.218212 0.991682 0.168024 0.262327 -0.241253 -0.309164 1.248602 0.498746 5054.71041 10.504246 1.577087
0.753092 0.341962 0.321247 0.16908 0.819434 -0.036096 0.459163 1.306544 0.569289 5557.949129 7.14588 1.048833
0.545312 0.309412 0.93492 0.525327 0.822958 -0.302404 -0.10353 0.265198 0.686639 2807.286351 6.782326 1.113933
0.80211 0.806615 0.571792 0.524427 0.970234 0.55471 -0.327184 0.57556 0.129473 2973.188388 4.479593 0.720089
0.141436 0.37025 0.11554 0.938522 0.282686 0.823583 0.265174 0.966008 0.477208 8088.315667 5.241995 0.607188
0.59372 0.930126 0.65176 0.392486 0.975759 -0.423433 0.247918 0.931982 0.023704 3836.719268 5.884118 1.025367
0.426057 0.613474 0.222879 0.529647 0.504141 0.72526 0.183413 0.886006 0.861768 3433.343534 6.340991 0.965152
0.830374 0.569106 0.106904 0.50628 0.872535 0.687631 -0.062972 0.47169 0.13677 2586.438384 5.963572 0.898551
0.891179 0.584337 0.322405 0.32997 0.202746 0.085318 -0.232908 0.421232 0.844915 3775.842751 5.43315 0.637607
0.695863 0.395029 0.751849 0.698266 0.612323 -0.962413 0.448573 1.314151 0.259377 3216.39798 5.31751 1.126053
0.173669 0.830089 0.956225 0.998475 0.221219 0.988247 0.052383 0.657363 0.873802 4748.223442 4.399081 0.630652
0.928396 0.639279 0.916722 0.371525 0.377966 0.582314 0.101824 0.74316 0.474496 3513.947563 6.198898 0.939653
0.879714 0.194024 0.824604 0.879615 0.476068 0.35855 -0.43745 0.177381 0.670026 2926.098717 4.352382 0.90299
0.461091 0.50309 0.347194 0.702945 0.676866 -0.875847 -0.134846 1.151912 0.680396 2584.796639 7.157345 1.417572
0.130974 0.382263 0.348965 0.21281 0.248784 -0.963212 -0.245229 0.701823 0.290339 4918.711021 4.952845 0.732657
0.813232 0.864125 0.855084 0.805679 0.986464 0.951026 0.430463 0.860773 0.764695 2507.301384 5.452853 0.942589
0.658895 0.601782 0.862747 0.893646 0.298981 0.431053 -0.006128 0.296644 0.006658 2595.511306 5.446714 0.883226
0.642572 0.607957 0.27486 0.462667 0.798902 0.901773 -0.249528 1.289135 0.885689 3239.115135 7.811722 1.351775
0.533459 0.109835 0.647308 0.416316 0.246133 0.870454 -0.49023 1.157517 0.566591 5609.316149 6.259253 1.02328
0.851526 0.606745 0.489386 0.398791 0.827992 0.692352 -0.263207 1.024953 0.006242 3246.583277 5.969162 0.97722
0.212219 0.861452 0.742263 0.77937 0.857178 0.865648 0.452614 0.336393 0.122458 2205.910544 5.392316 0.874283
0.855379 0.473986 0.779699 0.81461 0.856618 -0.208492 0.130266 0.900451 0.261549 4179.732262 6.239053 0.777757
0.978837 0.959972 0.170954 0.160186 0.62277 0.166397 0.216992 0.498479 0.858152 2560.626197 8.448548 0.78269
0.287763 0.297737 0.533211 0.272001 0.745438 -0.799547 0.306857 0.954147 0.805494 2539.44137 8.036788 1.490949
0.141128 0.458101 0.145658 0.523372 0.420838 0.845776 0.06678 0.841823 0.770955 5401.76449 5.123369 0.647163
0.305718 0.289075 0.841069 0.716188 0.891455 -0.588594 -0.432534 0.817801 0.444502 3224.432474 6.564225 1.138224
0.10671 0.877125 0.373249 0.653671 0.477556 0.097182 -0.099478 1.414814 0.323337 11337.811131 3.255291 0.385135
0.981449 0.193384 0.24736 0.922371 0.953112 -0.91179 -0.083393 0.128477 0.637817 1783.253591 4.181197 1.076026
0.260153 0.143586 0.17131 0.62583 0.604713 0.614843 -0.292677 0.995741 0.394755 6390.907477 6.050221 0.731429
0.10982 0.925241 0.539251 0.645753 0.476673 0.25726 -0.161366 0.460462 0.632468 5379.975925 4.938811 0.477797
0.253147 0.459318 0.974333 0.286724 0.762947 0.178314 0.397087 0.229882 0.602182 2811.633962 3.967744 0.611848
0.818447 0.463867 0.408235 0.312788 0.497458 0.230159 0.339087 0.905246 0.719708 4113.123773 6.213106 0.744771
0.362351 0.954451 0.409927 0.816931 0.53625 -0.053391 -0.026671 0.360183 0.965238 1730.171927 4.637279 0.498422
0.80849 0.948868 0.767447 0.866054 0.263694 -0.692483 -0.093819 0.206861 0.596116 2387.549488 4.485857 1.318533
0.115325 0.533651 0.831795 0.71625 0.251446 -0.357579 0.388234 1.137346 0.487961 8429.087311 3.357106 0.469664
0.851693 0.229925 0.340384 0.140981 0.459786 -0.314285 -0.399209 0.216729 0.654318 3095.833923 4.905254 1.007944
0.985119 0.941428 0.332487 0.899987 0.449346 -0.557464 -0.089916 0.572299 0.065041 3260.925536 5.844603 1.192308
0.524565 0.196086 0.55651 0.976931 0.921783 0.421925 0.063237 0.890989 0.576053 3761.43901 6.749074 0.780761
0.840121 0.403956 0.321007 0.202646 0.65593 0.585454 0.243118 1.070061 0.040147 3463.317791 8.639322 1.220804
0.138259 0.17202 0.909949 0.681646 0.391346 0.142533 0.335513 1.287688 0.507993 7408.156482 5.644658 0.706781
0.224188 0.654623 0.235141 0.225089 0.537766 -0.877249 0.276368 1.071836 0.896129 4536.171751 6.245661 1.087744
0.399529 0.748442 0.51918 0.100839 0.447748 0.59007 -0.246475 1.035761 0.527365 4127.4669 8.664462 1.334369
0.952948 0.321227 0.584815 0.114804 0.685334 -0.426873 0.25545 0.901134 0.999773 3725.454255 8.208608 1.441086
0.831692 0.870978 0.187397 0.40287 0.275128 0.308461 0.23216 0.944261 0.423196 4556.140878 7.156539 0.847865
0.774928 0.299311 0.705532 0.800835 0.466507 -0.659876 -0.447108 1.366368 0.208654 3589.762476 8.177915 1.555556
0.998707 0.113113 0.997373 0.697948 0.268001 -0.362839 0.402542 0.236828 0.76611 2919.445481 4.311445 1.012113
0.208593 0.534828 0.6046 0.129235 0.428422 -0.749803 0.108363 1.358472 0.657133 5469.855431 6.426896 1.178089
0.265272 0.800465 0.104339 0.308661 0.898061 -0.443899 0.09067 1.208543 0.531084 4556.532324 9.163873 1.465331
0.236002 0.460604 0.192735 0.302065 0.156498 -0.016813 -0.391815 0.32113 0.180576 3687.455368 5.734167 0.847094
0.977819 0.791885 0.826529 0.293999 0.200304 0.830476 0.118025 0.259728 0.088013 2867.108384 5.085606 0.976023
0.283907 0.509294 0.537254 0.625438 0.326818 -0.15798 0.080738 0.624309 0.241042 3060.466653 7.574285 0.90479
0.526171 0.860741 0.269386 0.379142 0.218481 -0.572881 0.136347 0.943537 0.903057 3688.063957 6.284226 1.204522
0.930791 0.648213 0.698335 0.714261 0.132865 -0.6255 -0.352677 1.163514 0.18988 3826.619786 7.279981 1.42153
0.932817 0.923255 0.44348 0.42598 0.388583 -0.353025 0.036279 0.491442 0.242689 4092.985734 5.871268 1.089578
0.795739 0.722586 0.672259 0.352519 0.38987 0.576278 -0.15164 1.364578 0.023746 4635.667263 7.77635 1.287434
0.966591 0.469826 0.60469 0.613069 0.428563 -0.372695 0.193341 1.127206 0.9237 3888.835567 7.003085 1.206991
0.733024 0.678653 0.495183 0.329366 0.546473 -0.029228 -0.217192 0.908839 0.563683 4540.066015 5.314638 0.608688
0.607437 0.888891 0.773356 0.217333 0.133411 -0.067359 0.351227 1.227065 0.849834 5049.979412 7.457001 1.125547
0.196962 0.997295 0.471993 0.891047 0.228584 0.059037 0.103856 0.519399 0.990828 3145.407685 5.037764 0.466423
0.109096 0.444854 0.609772 0.411024 0.483613 -0.577957 0.417855 0.836273 0.358904 6911.677826 3.578584 0.509101
0.41665 0.23355 0.387629 0.412062 0.173459 0.170144 0.298471 0.294677 0.836285 2689.91626 5.748489 0.762351
0.25397 0.424762 0.564787 0.392277 0.631216 -0.437789 -0.023084 0.295114 0.534721 3358.440935 5.081802 1.056059
0.733659 0.133374 0.673816 0.637318 0.330885 0.770132 -0.024582 0.502144 0.91951 2805.610491 5.965584 0.997335
0.257886 0.279832 0.441354 0.592321 0.289684 -0.427973 -0.288869 0.708746 0.729179 3615.425338 7.233743 1.241962
0.617161 0.511165 0.477553 0.790345 0.255947 -0.191528 -0.09779 0.824958 0.521691 3427.037865 8.084757 0.971827
0.591918 0.403322 0.123673 0.69489 0.470119 -0.642061 0.107971 0.468149 0.845667 2269.837919 6.712785 1.382249
0.34943 0.475232 0.692768 0.488754 0.21754 0.77073 -0.319732 1.346331 0.451615 3879.975261 7.545612 1.355888
0.177539 0.554999 0.383071 0.556029 0.448839 0.561319 0.494863 0.995502 0.181669 5534.053679 5.232913 0.720934
0.249446 0.183067 0.369899 0.468008 0.63255 0.948007 0.00954 1.31194 0.928093 5015.299407 7.214723 1.05749
0.970968 0.863323 0.717561 0.722905 0.111968 0.240039 -0.464087 0.792169 0.596479 4725.505763 5.664966 0.961577
0.374111 0.765756 0.468204 0.30679 0.246171 -0.159238 -0.25731 1.181519 0.391772 4506.634238 7.736828 1.054565
0.167889 0.136251 0.142854 0.598708 0.916523 0.103888 0.049768 0.03562 0.548632 1184.260859 6.313915 0.484239
0.903444 0.349998 0.273588 0.623484 0.610565 0.24326 -0.024213 1.214317 0.17524 4584.263194 8.545532 1.02225
0.877726 0.521803 0.485992 0.704902 0.277179 0.577327 -0.349587 0.679755 0.73377 3198.370204 5.400705 0.975776
0.687503 0.951767 0.85061 0.430315 0.599596 0.545746 -0.338267 1.065105 0.824643 3875.213313 6.325721 1.074998
0.691993 0.695512 0.875218 0.326339 0.833364 0.911467 0.475343 0.367335 0.960362 2209.287371 5.372153 1.06522
0.193676 0.889247 0.357609 0.555281 0.152642 -0.553128 -0.361287 0.334399 0.994156 2797.666103 6.747502 1.474949
0.925153 0.827892 0.917608 0.274184 0.208894 -0.785032 -0.436836 0.837368 0.594701 2929.214829 7.788155 1.563773
0.283453 0.123789 0.571463 0.687599 0.585127 0.518835 0.003966 1.362914 0.831417 7374.107282 5.300641 0.685081
0.469042 0.215612 0.468491 0.674285 0.578345 0.901381 0.27996 0.257225 0.869158 2104.62915 5.053299 0.959602
0.609426 0.238954 0.526986 0.934455 0.96491 -0.021272 -0.399326 0.04495 0.84089 2897.702518 3.012136 0.561272
0.5032 0.361393 0.179102 0.479534 0.566164 -0.215266 -0.271416 1.016042 0.606619 3761.824601 7.881578 1.035152
0.586026 0.691285 0.874327 0.917226 0.784575 -0.502473 -0.189209 0.924249 0.994457 3617.107678 5.975761 1.021426
0.680716 0.396773 0.448982 0.729186 0.153393 0.309865 -0.424011 0.397166 0.664933 3450.649385 5.252561 0.980689
0.1672 0.187385 0.902676 0.536643 0.548338 -0.097513 -0.271323 0.002287 0.235365 3073.724105 2.14772 0.486719
0.590864 0.964619 0.512759 0.41207 0.883671 -0.454939 -0.396321 0.722764 0.744528 3572.323646 5.75188 1.044919
0.843694 0.922482 0.666007 0.440774 0.50587 0.4262 -0.498046 0.852339 0.781527 3597.746538 6.223289 1.094552
0.674388 0.940011 0.977215 0.586738 0.972704 0.641888 0.339271 0.507375 0.692337 2444.11575 5.169773 0.803979
0.329519 0.770005 0.360575 0.548324 0.908579 0.565713 -0.133714 1.304893 0.457044 4161.95359 7.154233 1.072479
0.19509 0.650083 0.487431 0.647944 0.883243 0.200721 0.277705 0.320037 0.773415 2093.310845 5.408343 0.571036
0.33548 0.449419 0.792829 0.865732 0.784821 0.645792 0.429477 0.705371 0.092131 2627.988009 6.36313 0.965937
0.550743 0.973417 0.76446 0.341395 0.609245 0.48558 -0.488161 0.189191 0.721304 2638.021193 4.666429 1.089319
0.178357 0.532811 0.139915 0.477879 0.60233 0.072272 -0.019813 0.393202 0.872378 2016.27425 6.820674 0.505454
0.197522 0.974735 0.673568 0.210971 0.587839 -0.145503 -0.334154 0.465788 0.014548 3468.375941 7.090937 0.861642
0.940778 0.824376 0.453617 0.927106 0.539976 0.593094 0.035875 0.170158 0.009331 2634.804342 4.319731 0.885181
0.133928 0.816735 0.248546 0.171422 0.469181 0.244891 0.49907 1.450901 0.136119 11933.575337 4.36869 0.631674
0.93365 0.118063 0.64924 0.402479 0.166279 0.869522 -0.465059 1.134985 0.171468 3577.411286 8.38843 1.479073
0.71379 0.606963 0.627418 0.723139 0.218289 0.609126 -0.284636 1.171143 0.452325 3925.598047 6.496093 1.120875
0.343039 0.44522 0.725981 0.7413 0.943512 -0.633753 -0.108756 0.380008 0.036765 2889.318225 4.234222 0.920947
0.581612 0.804393 0.636476 0.536833 0.795007 -0.676591 -0.089587 0.332311 0.207432 2595.16566 4.53135 1.148238
0.719523 0.789545 0.583475 0.973711 0.465519 0.215407 0.060451 0.726557 0.801027 3776.684926 5.812817 0.585265
0.10538 0.810639 0.345199 0.720402 0.12799 0.596933 -0.016327 0.657999 0.697164 6405.309331 4.159079 0.442476
0.223583 0.974783 0.694372 0.489069 0.300571 0.473009 0.138035 1.380249 0.863314 7104.635591 5.397531 0.753374
0.499327 0.309579 0.948414 0.96548 0.14872 -0.55442 0.415716 0.106257 0.684541 2853.897056 2.908416 0.89445
0.433845 0.431488 0.404461 0.276462 0.199745 -0.90186 0.013849 0.835854 0.741517 2754.041625 6.390387 1.213279
0.34536 0.27455 0.403989 0.715594 0.352625 0.824451 0.474957 0.321943 0.03872 2325.369522 5.599487 1.067284
0.906781 0.128041 0.829522 0.531368 0.976547 -0.665804 0.195077 0.284091 0.943395 2149.940183 5.321485 1.258166
0.932333 0.834994 0.424792 0.239143 0.953273 0.148323 -0.327416 0.161592 0.363568 2918.019555 4.209142 0.574889
0.863262 0.268209 0.697666 0.554325 0.768271 -0.922027 -0.330524 0.182798 0.961023 1622.925024 4.737989 1.327131
0.975297 0.905737 0.839729 0.309048 0.930951 0.791747 0.094536 0.039966 0.195169 2006.678723 3.991324 0.920988
0.497111 0.897082 0.566512 0.163744 0.628713 -0.132976 -0.331221 1.103612 0.270438 6551.94087 5.493937 0.733635
0.808433 0.925169 0.600323 0.387706 0.980167 0.848823 0.361937 0.154211 0.182037 1820.515708 4.503936 0.937967
0.974293 0.847815 0.327545 0.412327 0.343571 0.905338 -0.208626 0.305218 0.392211 2613.334058 4.192467 0.942263
0.870839 0.236022 0.406703 0.742129 0.369992 0.400322 -0.146847 0.657932 0.887514 3694.287584 6.572187 0.914014
0.455096 0.913675 0.539137 0.487349 0.588712 -0.144864 0.397987 0.819576 0.269051 4938.694696 4.65098 0.739738
0.185079 0.733013 0.461234 0.230792 0.305193 0.913076 0.123605 0.281152 0.909117 2528.203239 5.902033 1.051045
0.363933 0.884065 0.824682 0.863098 0.46523 -0.983821 0.306318 1.320719 0.062959 3634.72674 4.607186 0.975163
0.1558 0.717764 0.93045 0.307297 0.872488 0.782941 0.148641 0.569386 0.69786 3919.706246 5.303559 0.657843
0.196554 0.472614 0.333589 0.340215 0.329191 0.899074 0.374627 0.89599 0.151058 4108.809439 6.587574 1.000502
0.19212 0.465635 0.12765 0.725008 0.649276 0.637223 -0.102199 1.362915 0.955324 6428.635822 5.689467 0.802955
0.550838 0.858159 0.538049 0.45787 0.58917 -0.487669 0.358282 0.470086 0.631877 2836.331161 5.010325 1.158711
0.194204 0.116069 0.137493 0.618275 0.809865 -0.606709 -0.446497 0.018601 0.89225 2275.958045 4.710665 1.248497
0.744247 0.322684 0.31332 0.54492 0.505053 -0.862751 -0.121421 0.17316 0.977627 1720.229435 4.527578 1.312993
0.752601 0.247359 0.108304 0.890486 0.132012 0.002452 0.029472 0.418753 0.355497 4498.254215 4.541847 0.335218
0.295636 0.281555 0.954159 0.860004 0.422242 -0.542689 0.228946 1.490582 0.773207 4644.211057 7.401595 1.347137
0.316764 0.739697 0.288132 0.699622 0.364179 0.734097 0.007735 1.274205 0.787211 4098.009044 7.31027 1.206462
0.825034 0.489904 0.783884 0.87183 0.727651 -0.55193 0.464038 0.715053 0.90567 2921.501069 5.042612 1.080271
0.213123 0.966282 0.529965 0.958042 0.967878 -0.268922 0.410841 0.643067 0.103614 3644.728918 6.044487 0.886759
0.242351 0.956023 0.474896 0.579866 0.585784 0.994397 0.331472 1.4674 0.240595 7816.343338 3.870263 0.639807
0.200346 0.218701 0.190669 0.179906 0.946307 0.273743 -0.087885 0.009345 0.44208 1844.600237 4.90816 0.709193
0.210907 0.414388 0.343864 0.709092 0.466608 -0.707342 -0.27404 0.426957 0.494854 2287.783035 6.425758 1.36181
0.488032 0.155256 0.750574 0.855468 0.144587 0.82663 -0.380792 0.321149 0.079903 2337.841795 5.724913 1.078224
0.604865 0.353403 0.858303 0.502265 0.627093 -0.251363 0.441254 1.404432 0.465138 4656.332965 6.316599 1.06685
0.162659 0.688194 0.106066 0.732641 0.650921 0.878011 -0.097271 0.934834 0.251877 6550.51919 4.22159 0.529061
0.688851 0.588402 0.11787 0.477393 0.373601 0.205755 0.391314 0.774704 0.916322 4083.617745 6.086871 0.746715
0.632119 0.569785 0.115597 0.43978 0.165701 -0.748582 -0.096941 0.194118 0.55215 2058.51756 4.846357 1.363237
0.491716 0.308771 0.78839 0.180495 0.601377 -0.09647 0.321657 1.32182 0.297445 5495.002207 7.552111 1.086653
0.739897 0.73204 0.428692 0.637124 0.339443 0.411412 0.334383 0.00752 0.895437 1736.038153 5.514097 1.231576
0.87154 0.244331 0.50711 0.267396 0.599269 0.49779 0.319383 0.556073 0.711335 2794.29885 7.265785 1.003964
0.886787 0.486408 0.665288 0.59277 0.734617 0.522491 0.318644 1.051755 0.819048 3236.896456 7.17265 1.005129
0.877027 0.366089 0.916523 0.707634 0.42955 -0.809055 0.097574 1.030552 0.559972 2886.183535 5.793044 1.216013
0.307898 0.527417 0.269888 0.135946 0.624306 -0.033032 0.499515 0.450183 0.512606 3758.505892 5.642353 0.789577
0.271778 0.243439 0.875153 0.72357 0.884662 -0.9106 0.058841 0.700279 0.904222 2596.058567 5.756212 1.051226
0.87192 0.657552 0.712559 0.328374 0.597417 -0.913525 -0.430459 0.954988 0.250636 2412.459293 8.095113 1.59516
0.152465 0.841401 0.111848 0.584584 0.569721 0.387759 -0.45287 1.418353 0.790187 10278.833587 4.366312 0.634588
0.378509 0.159203 0.374483 0.172168 0.408502 -0.230534 0.06663 0.523434 0.955621 3277.863823 8.640018 1.098325
